material_id,material_name,formula,crystal_structure,bandgap_energy_eV,is_direct_bandgap,conductivity_S_cm,mobility_cm2_Vs,carrier_concentration_cm3,thermal_conductivity_W_mK,breakdown_field_MV_cm,absorption_coefficient_cm1,refractive_index,max_operating_temp_C,thermal_stability,potential_applications
HYB-InP-AlGaAs-0517,Hybrid Indium Phosphide-Aluminium Gallium Arsenide,InP-AlGaAs,Zincblende,1.673,False,3452.7,4260.95,2.21e+16,149.85,0.294,9.61e+05,1.54,405.4,Medium,"Solar Cells, Transistors, Photodetectors"
RAND-0518,MicroSflux,Pb2S2Se,Hexagonal,4.197,True,6.46,1218.95,1.71e+17,310.94,3.052,5.46e+03,3.81,658.1,High,High Power Electronics
MOD-Cu2O-0519,"Custom Copper(I) Oxide (nanoporous, lightly doped)",Cu2O,Cubic,1.666,False,0.8,0.86,1.25e+20,191.1,0.526,3.15e+03,4.36,445.6,Medium,General semiconductor applications
RAND-0520,UltraSnlite,AsCTe3,Tetragonal,2.032,False,3.49,270.68,8.43e+21,409.86,4.293,1.57e+04,4.44,844.2,Very High,General semiconductor applications
RAND-0521,PicoZnphene,Al3,Monoclinic,3.397,True,9269.51,2205.18,1.44e+18,284.69,2.974,9.26e+04,2.52,1089.0,Very High,"High Power Electronics, Transistors"
MOD-TiO2-0522,Engineered Titanium Dioxide (selectively doped),TiO2,Rutile,3.7,True,0.17,0.27,1.82e+15,289.36,2.605,3.03e+05,3.61,330.5,Medium,General semiconductor applications
MOD-GaAs-0523,"Enhanced Gallium Arsenide (strained, lightly doped)",GaAs,Zincblende,1.234,True,1096.59,1951.21,1.13e+21,402.25,0.184,1.72e+05,3.39,466.9,Medium,"Solar Cells, Transistors, Photodetectors"
MOD-Cu2O-0524,Copper(I) Oxide,Cu2O,Cubic,1.157,False,1.45,2.28,5.13e+16,2.42,0.116,5.85e+05,1.58,250.0,Low,Photodetectors
HYB-MoS2-CdTe-0525,Hybrid Molybdenum Disulfide-Cadmium Telluride,MoS2-CdTe,Zincblende,1.681,True,377.77,501.17,2.88e+20,222.5,0.37,3.07e+04,3.07,775.3,High,LEDs
MOD-MAPbI3-0526,Methylammonium Lead Iodide,CH3NH3PbI3,Tetragonal,1.416,True,22.81,38.32,2.07e+16,47.7,0.138,1.27e+03,3.2,412.8,Medium,General semiconductor applications
RAND-0527,PicoPbflux,GeB1Sn2,Cubic,3.614,True,0.33,1640.37,3.40e+21,241.93,8.261,1.18e+04,2.97,731.2,High,High Power Electronics
HYB-SiC-CdTe-0528,Hybrid Silicon Carbide-Cadmium Telluride,SiC-CdTe,Cubic (3C),1.96,False,610.82,907.43,2.30e+16,412.18,0.496,4.14e+04,3.85,848.8,Very High,Transistors
MOD-ZnO-0529,Engineered Zinc Oxide (nanoporous),ZnO,Wurtzite,1.768,False,290.18,283.15,9.11e+21,161.16,0.516,1.24e+04,2.92,750.5,High,General semiconductor applications
MOD-CdS-0530,Cadmium Sulfide,CdS,Wurtzite,2.761,True,15.74,25.66,7.88e+16,144.52,1.474,1.51e+03,2.62,496.2,Medium,General semiconductor applications
MOD-ZnO-0531,"High-performance Zinc Oxide (quantum-confined, lightly doped)",ZnO,Zincblende,3.935,False,277.94,416.92,2.33e+16,407.95,2.248,1.40e+03,4.46,909.0,Very High,"High Power Electronics, Transparent Conductors"
RAND-0532,MacroSnium,TiGe2P,Hexagonal,1.852,True,3178.16,1693.15,3.92e+21,149.27,3.974,6.43e+05,2.01,1039.9,Very High,"LEDs, Transistors, Photodetectors"
MOD-SnO2-0533,Tin Dioxide,SnO2,Rutile,3.58,False,1.74,3.43,4.45e+19,387.1,3.397,2.67e+04,2.6,874.4,Very High,High Power Electronics
MOD-Si-0534,High-performance Silicon (co-doped),Si,Cubic (Diamond),0.785,False,782.64,1026.42,8.65e+18,335.53,0.037,2.65e+04,3.8,976.5,Very High,"Transistors, Thermoelectrics"
MOD-MoS2-0535,Molybdenum Disulfide,MoS2,Hexagonal,1.536,True,301.39,471.95,1.67e+17,355.48,0.224,9.96e+05,2.16,867.8,Very High,"Solar Cells, LEDs, Photodetectors"
MOD-MoS2-0536,Engineered Molybdenum Disulfide (selectively doped),MoS2,Hexagonal,1.899,True,86.5,103.07,4.35e+15,59.65,0.484,1.06e+04,2.98,964.0,Very High,General semiconductor applications
HYB-Cu2O-CdTe-0537,Hybrid Copper(I) Oxide-Cadmium Telluride,Cu2O-CdTe,Zincblende,1.806,True,252.2,222.0,1.47e+18,119.84,0.422,2.24e+04,4.32,417.1,Medium,LEDs
MOD-InP-0538,Indium Phosphide,InP,Zincblende,0.891,True,2194.85,1884.89,2.21e+21,234.21,0.07,7.87e+04,4.35,324.5,Medium,"Transistors, Photodetectors, Thermoelectrics"
RAND-0539,NanoAsdex,Si1,Triclinic,1.283,True,338.98,1122.77,7.15e+21,336.64,0.754,1.30e+05,1.72,427.8,Medium,"Solar Cells, Photodetectors"
HYB-CdTe-CdS-0540,Hybrid Cadmium Telluride-Cadmium Sulfide,CdTe-CdS,Wurtzite,2.035,False,277.83,286.93,8.72e+20,297.77,0.569,1.87e+04,4.3,499.4,Medium,General semiconductor applications
HYB-Ge-CdTe-0541,Hybrid Germanium-Cadmium Telluride,Ge-CdTe,Cubic (Diamond),1.198,False,1141.25,963.26,4.32e+15,45.77,0.137,4.56e+04,1.66,472.6,Medium,Transistors
HYB-Graphene-TiO2-0542,Hybrid Graphene-Titanium Dioxide,C-TiO2,Hexagonal,2.483,False,2242.09,2725.45,1.50e+17,38.94,0.913,1.12e+05,1.89,910.8,Very High,"Transistors, Photodetectors"
RAND-0543,MacroSezine,B1,Triclinic,3.504,False,1.98,33.98,1.09e+21,310.18,8.572,1.62e+03,2.11,603.9,High,High Power Electronics
RAND-0544,MicroGazine,Ge3Ti,Hexagonal,0.17,False,80.41,1395.69,1.17e+17,37.67,3.527,8.44e+04,3.22,1094.9,Very High,General semiconductor applications
HYB-TiO2-ZnO-0545,Hybrid Titanium Dioxide-Zinc Oxide,TiO2-ZnO,Anatase,3.247,False,55.84,71.63,9.86e+18,433.77,1.657,2.08e+05,4.26,515.2,High,High Power Electronics
HYB-GaN-Ge-0546,Hybrid Gallium Nitride-Germanium,GaN-Ge,Wurtzite,1.86,False,1651.15,1453.56,1.02e+15,489.08,0.537,3.69e+04,4.1,692.5,High,Transistors
MOD-MAPbI3-0547,Methylammonium Lead Iodide,CH3NH3PbI3,Cubic,2.258,True,20.25,38.38,1.74e+16,48.71,0.479,8.66e+03,4.19,153.1,Low,General semiconductor applications
MOD-SiC-0548,Silicon Carbide,SiC,"Hexagonal (4H, 6H)",2.919,False,267.03,163.56,9.32e+21,282.99,1.747,9.49e+05,3.64,1101.8,Very High,"High Power Electronics, Photodetectors"
RAND-0549,SynthSidyne,Sn,Monoclinic,4.235,True,23.04,162.17,5.04e+16,67.63,1.297,8.68e+05,1.94,386.4,Medium,General semiconductor applications
HYB-CdS-Si-0550,Hybrid Cadmium Sulfide-Silicon,CdS-Si,Amorphous,1.793,True,487.42,631.54,4.09e+18,303.82,0.474,2.05e+03,2.26,595.9,High,LEDs
RAND-0551,NovaSicite,AsGeAl1,Hexagonal,2.959,True,0.14,2150.17,4.00e+21,49.17,7.826,7.26e+04,3.98,259.9,Low,Photodetectors
MOD-InP-0552,Indium Phosphide,InP,Zincblende,0.677,True,3253.87,4737.91,1.48e+21,56.98,0.047,6.22e+03,4.06,470.8,Medium,"Transistors, Thermoelectrics"
MOD-TiO2-0553,Titanium Dioxide,TiO2,Brookite,3.662,True,0.05,0.05,3.14e+17,305.16,2.544,6.05e+05,1.84,767.0,High,High Power Electronics
RAND-0554,NovaBzine,Zn2,Amorphous,5.448,True,20.98,626.83,4.88e+18,338.29,4.933,2.74e+05,1.93,1046.5,Very High,General semiconductor applications
MOD-CdTe-0555,"Next-gen Cadmium Telluride (mesoporous, gradient-doped)",CdTe,Zincblende,1.827,True,1163.78,747.83,1.66e+18,108.88,0.387,2.17e+04,1.58,494.9,Medium,"LEDs, Transistors"
HYB-ZnO-MoS2-0556,Hybrid Zinc Oxide-Molybdenum Disulfide,ZnO-MoS2,Wurtzite,2.25,True,200.0,224.21,2.78e+15,105.59,0.626,6.24e+04,3.73,558.4,High,"LEDs, Photodetectors"
MOD-TiO2-0557,Titanium Dioxide,TiO2,Brookite,3.169,False,0.15,0.26,1.88e+20,299.07,0.962,4.11e+04,3.87,967.6,Very High,General semiconductor applications
RAND-0558,PicoSnzine,Pb2InTi1,Monoclinic,4.404,True,1226.12,2316.44,1.42e+17,488.78,9.451,2.13e+05,4.25,365.3,Medium,"Transistors, Transparent Conductors"
HYB-InP-MAPbI3-0559,Hybrid Indium Phosphide-Methylammonium Lead Iodide,InP-CH3NH3PbI3,Zincblende,1.425,False,2898.06,3264.5,2.53e+15,278.82,0.263,4.82e+05,1.57,350.8,Medium,"Solar Cells, Transistors, Photodetectors"
HYB-Cu2O-CdS-0560,Hybrid Copper(I) Oxide-Cadmium Sulfide,Cu2O-CdS,Zincblende,2.127,True,3.71,3.23,1.12e+19,460.68,0.636,2.76e+05,3.42,336.1,Medium,Photodetectors
RAND-0561,NanoTinium,PbSi3,Hexagonal,4.38,True,6.99,4021.62,9.83e+19,313.1,0.544,2.04e+05,2.39,498.7,Medium,General semiconductor applications
RAND-0562,QuantumSimide,C2Cd3,Monoclinic,1.197,False,3181.67,2977.87,2.21e+16,331.87,6.509,6.02e+03,4.27,892.7,Very High,Transistors
MOD-Graphene-0563,Graphene,C,Hexagonal,0.0,True,7939.42,9997.36,9.90e+16,482.62,0.0,1.10e+05,3.8,583.9,High,Transistors
RAND-0564,MacroSephene,InTe,Cubic,4.53,False,0.01,4371.96,3.95e+15,215.73,0.61,2.82e+04,2.21,1036.5,Very High,General semiconductor applications
RAND-0565,NanoAlzine,Zn,Cubic,0.977,True,203.44,2426.86,7.73e+18,494.93,5.491,1.75e+04,4.37,928.9,Very High,General semiconductor applications
MOD-CdS-0566,Cadmium Sulfide,CdS,Wurtzite,2.195,True,2.16,1.5,1.64e+19,57.7,0.727,4.31e+03,4.13,233.3,Low,General semiconductor applications
RAND-0567,SynthAsdex,C1TePb2,Hexagonal,1.839,False,0.04,4022.23,5.54e+18,306.38,0.371,8.14e+05,2.12,711.0,High,Photodetectors
MOD-CdS-0568,Cadmium Sulfide,CdS,Wurtzite,1.376,True,4.71,4.77,9.07e+17,158.75,0.162,7.87e+03,2.68,423.1,Medium,General semiconductor applications
RAND-0569,NeoSnlite,P1PbSe2,Orthorhombic,2.465,True,7378.82,4139.76,3.70e+16,376.57,4.561,7.54e+05,3.77,320.3,Medium,"Transistors, Photodetectors"
MOD-SnO2-0570,Advanced Tin Dioxide (heavily doped),SnO2,Rutile,4.83,True,8.78,11.86,9.11e+19,152.98,6.379,4.33e+03,2.63,864.6,Very High,High Power Electronics
RAND-0571,NeoTecite,PSnS,Cubic,1.917,True,661.9,3081.78,4.94e+18,190.04,7.955,1.30e+04,3.99,392.0,Medium,"LEDs, Transistors"
RAND-0572,NeoAldex,TiAs2,Cubic,3.662,True,60.78,3978.09,4.13e+15,1.71,5.018,5.02e+03,2.49,1173.1,Very High,High Power Electronics
MOD-AlGaAs-0573,"Modified Aluminium Gallium Arsenide (2D, co-doped)",AlGaAs,Zincblende,2.663,False,3348.48,2229.23,4.62e+19,395.59,1.642,1.19e+04,2.47,338.9,Medium,Transistors
MOD-MAPbI3-0574,High-performance Methylammonium Lead Iodide (nanostructured),CH3NH3PbI3,Tetragonal,1.875,True,24.14,35.51,9.86e+17,284.48,0.624,2.85e+04,4.04,427.5,Medium,General semiconductor applications
MOD-MoS2-0575,Molybdenum Disulfide,MoS2,Hexagonal,1.461,True,188.32,238.73,3.89e+15,496.3,0.366,1.08e+03,3.84,353.8,Medium,General semiconductor applications
MOD-GaN-0576,Gallium Nitride,GaN,Wurtzite,4.874,True,318.78,574.47,1.97e+17,81.08,6.649,4.14e+03,4.39,719.5,High,"High Power Electronics, Transparent Conductors"
RAND-0577,SynthAscite,C1P,Tetragonal,0.973,False,0.47,3694.96,4.65e+15,411.87,0.868,1.04e+03,4.31,395.4,Medium,General semiconductor applications
RAND-0578,NovaClite,SnAlS,Triclinic,4.607,False,0.33,2838.72,7.37e+21,25.0,0.167,1.27e+04,2.51,1118.1,Very High,General semiconductor applications
MOD-CdTe-0579,Cadmium Telluride,CdTe,Zincblende,1.535,True,594.54,423.52,2.19e+17,45.91,0.307,1.20e+03,2.85,206.1,Low,"LEDs, Transistors"
MOD-AlGaAs-0580,"Engineered Aluminium Gallium Arsenide (epitaxial, co-doped)",AlGaAs,Zincblende,1.283,True,1686.05,2408.22,1.74e+18,493.12,0.244,4.42e+05,3.38,673.8,High,"Solar Cells, Transistors, Photodetectors"
RAND-0581,UltraPbflux,P3B2Ge,Amorphous,5.063,False,389.87,4286.42,2.39e+18,16.55,9.766,7.03e+03,2.67,419.9,Medium,General semiconductor applications
RAND-0582,MacroTiflux,ZnSn3C,Hexagonal,0.772,False,6.07,2172.88,9.53e+17,338.13,4.95,1.35e+04,4.37,609.4,High,General semiconductor applications
MOD-Ge-0583,Advanced Germanium (selectively doped),Ge,Cubic (Diamond),0.875,False,2757.58,2567.43,1.77e+21,490.92,0.087,1.13e+05,2.91,397.3,Medium,"Transistors, Photodetectors, Thermoelectrics"
MOD-CdS-0584,Engineered Cadmium Sulfide (mesoporous),CdS,Zincblende,1.599,True,8.82,13.55,5.00e+19,214.84,0.471,2.97e+03,2.74,467.9,Medium,General semiconductor applications
HYB-CdTe-Cu2O-0585,Hybrid Cadmium Telluride-Copper(I) Oxide,CdTe-Cu2O,Zincblende,1.786,True,278.4,258.82,4.91e+18,413.03,0.491,2.33e+05,1.71,443.0,Medium,"LEDs, Photodetectors"
MOD-Cu2O-0586,High-performance Copper(I) Oxide (heavily doped),Cu2O,Cubic,2.746,True,0.45,0.39,8.88e+21,232.96,0.919,1.97e+04,1.87,182.3,Low,General semiconductor applications
MOD-SiC-0587,"Next-gen Silicon Carbide (epitaxial, gradient-doped)",SiC,Cubic (3C),1.782,False,434.72,274.51,2.01e+21,327.72,0.239,1.86e+04,3.1,945.6,Very High,General semiconductor applications
RAND-0588,PicoSnnium,B1,Hexagonal,3.922,False,912.7,3829.03,1.74e+15,293.07,4.145,3.82e+05,1.75,545.5,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-CdTe-0589,Cadmium Telluride,CdTe,Zincblende,1.122,True,1035.99,1360.51,3.66e+19,491.15,0.187,8.93e+03,3.99,654.4,High,Transistors
RAND-0590,NeoBtron,As3Ti3,Triclinic,2.095,True,2419.23,2402.6,1.48e+15,86.61,8.222,4.89e+03,4.29,297.8,Low,"LEDs, Transistors"
MOD-CdTe-0591,Next-gen Cadmium Telluride (nanoporous),CdTe,Zincblende,1.15,True,882.47,1130.38,2.79e+21,131.86,0.121,3.98e+03,1.99,561.1,High,Transistors
MOD-CdTe-0592,Next-gen Cadmium Telluride (selectively doped),CdTe,Zincblende,1.503,True,435.91,683.61,8.01e+20,150.58,0.316,4.23e+04,4.2,345.9,Medium,LEDs
HYB-AlGaAs-Cu2O-0593,Hybrid Aluminium Gallium Arsenide-Copper(I) Oxide,AlGaAs-Cu2O,Cubic,1.943,True,848.62,1161.15,5.51e+15,158.03,0.499,1.21e+05,4.09,452.3,Medium,"LEDs, Transistors, Photodetectors"
MOD-SnO2-0594,Tin Dioxide,SnO2,Cassiterite,3.95,False,4.23,8.08,4.60e+16,366.06,2.693,2.27e+05,1.92,1003.0,Very High,High Power Electronics
MOD-SiC-0595,Modified Silicon Carbide (co-doped),SiC,Cubic (3C),4.32,False,594.79,319.33,6.18e+15,8.02,4.411,5.85e+05,4.29,1129.9,Very High,"High Power Electronics, Transistors, Transparent Conductors"
RAND-0596,MacroGadex,S3In,Cubic,0.155,False,0.17,951.25,1.07e+15,295.84,6.94,8.32e+05,4.44,189.7,Low,General semiconductor applications
RAND-0597,PicoSlite,SIn2,Tetragonal,3.658,False,4.45,2008.76,1.24e+18,2.59,2.73,1.38e+03,2.19,789.6,High,High Power Electronics
RAND-0598,MacroSnlite,Te2Se3Zn1,Monoclinic,0.031,True,0.02,1596.1,6.40e+17,312.15,3.044,2.28e+05,2.61,786.7,High,General semiconductor applications
HYB-GaN-SnO2-0599,Hybrid Gallium Nitride-Tin Dioxide,GaN-SnO2,Cassiterite,3.527,False,440.42,554.36,8.22e+18,155.96,2.721,4.28e+04,2.09,772.5,High,"High Power Electronics, Transparent Conductors"
RAND-0600,NeoCtron,TiC2,Tetragonal,0.032,False,23.83,3009.31,1.30e+20,80.56,2.061,2.97e+04,3.3,841.1,Very High,General semiconductor applications
MOD-GaN-0601,Gallium Nitride,GaN,Wurtzite,1.945,True,1309.62,1636.5,1.32e+19,32.44,0.367,2.51e+03,2.76,487.4,Medium,"LEDs, Transistors"
RAND-0602,NovaSimide,Te3Zn3,Tetragonal,1.626,True,8.79,1959.37,1.36e+15,7.55,3.188,1.52e+05,3.96,429.1,Medium,Photodetectors
MOD-SnO2-0603,Tin Dioxide,SnO2,Rutile,2.739,True,1.39,2.48,2.71e+15,119.85,1.19,1.85e+03,3.31,1157.4,Very High,High Power Electronics
RAND-0604,NovaGephene,Zn,Orthorhombic,0.358,False,2.1,3465.73,8.28e+15,35.02,6.577,1.83e+03,1.77,579.4,High,General semiconductor applications
RAND-0605,NovaBphene,C,Amorphous,4.875,True,13.26,1665.55,9.26e+19,323.77,4.841,7.35e+05,3.18,756.4,High,High Power Electronics
RAND-0606,QuantumSnium,S3,Hexagonal,1.176,True,89.63,749.44,5.43e+16,202.05,8.999,1.66e+03,3.29,764.6,High,General semiconductor applications
RAND-0607,FlexSlite,C1,Orthorhombic,4.585,True,0.46,2942.65,1.17e+20,92.7,0.731,6.23e+04,4.36,212.5,Low,General semiconductor applications
HYB-Graphene-GaAs-0608,Hybrid Graphene-Gallium Arsenide,C-GaAs,Hexagonal,0.57,True,8006.43,8985.1,2.29e+18,126.04,0.027,4.99e+04,3.36,1125.1,Very High,Transistors
RAND-0609,NanoScite,Cd1,Triclinic,4.901,False,0.02,613.82,1.33e+17,421.8,8.877,3.70e+04,3.01,838.2,Very High,High Power Electronics
RAND-0610,NanoAltron,P,Hexagonal,4.429,False,0.18,2710.33,3.35e+20,1.14,4.647,4.83e+05,3.32,177.5,Low,General semiconductor applications
HYB-AlGaAs-GaN-0611,Hybrid Aluminium Gallium Arsenide-Gallium Nitride,AlGaAs-GaN,Wurtzite,2.364,True,2365.81,2837.69,2.67e+16,394.44,0.76,1.49e+04,4.45,724.8,High,"LEDs, Transistors"
RAND-0612,PicoSnium,Cd2,Hexagonal,1.69,False,8.94,1593.88,2.10e+18,442.52,0.772,5.01e+05,1.51,1170.9,Very High,Photodetectors
MOD-GaAs-0613,Gallium Arsenide,GaAs,Zincblende,1.466,True,5875.2,3401.48,2.38e+20,400.88,0.293,9.51e+04,4.06,287.3,Low,"Transistors, Photodetectors"
MOD-Graphene-0614,Graphene,C,Hexagonal,0.0,False,6777.54,11680.2,1.27e+20,365.23,0.0,6.31e+04,3.82,942.0,Very High,General semiconductor applications
MOD-CdS-0615,Enhanced Cadmium Sulfide (2D),CdS,Wurtzite,3.412,True,4.18,4.85,3.56e+21,281.72,1.271,3.82e+05,2.69,523.6,High,High Power Electronics
MOD-SnO2-0616,Tin Dioxide,SnO2,Cassiterite,3.728,True,3.28,2.95,1.15e+17,19.95,3.251,1.16e+03,4.05,724.6,High,High Power Electronics
MOD-CdTe-0617,Custom Cadmium Telluride (selectively doped),CdTe,Zincblende,1.692,True,1156.85,1419.57,3.18e+18,241.02,0.518,4.24e+04,1.9,253.5,Low,"LEDs, Transistors"
MOD-TiO2-0618,Titanium Dioxide,TiO2,Anatase,4.005,False,0.03,0.05,1.04e+16,455.15,3.677,9.31e+03,2.54,644.4,High,High Power Electronics
MOD-SiC-0619,Silicon Carbide,SiC,"Hexagonal (4H, 6H)",3.599,True,439.49,221.41,2.22e+19,449.84,2.313,1.11e+04,1.68,967.0,Very High,"High Power Electronics, Transparent Conductors"
HYB-Si-AlGaAs-0620,Hybrid Silicon-Aluminium Gallium Arsenide,Si-AlGaAs,Amorphous,1.604,False,2423.57,2430.59,8.91e+17,17.54,0.322,1.54e+04,2.43,535.8,High,Transistors
MOD-SnO2-0621,Enhanced Tin Dioxide (selectively doped),SnO2,Rutile,3.727,False,4.07,3.73,2.76e+16,98.24,1.513,2.90e+04,2.3,320.9,Medium,General semiconductor applications
MOD-AlGaAs-0622,Aluminium Gallium Arsenide,AlGaAs,Zincblende,2.449,True,3016.89,2511.7,9.06e+17,450.97,0.854,1.06e+04,2.84,239.9,Low,"LEDs, Transistors"
RAND-0623,NanoAlcite,SeCd2B,Monoclinic,5.486,True,0.28,2741.28,2.67e+17,187.06,6.277,1.79e+03,3.84,470.5,Medium,General semiconductor applications
HYB-GaAs-InP-0624,Hybrid Gallium Arsenide-Indium Phosphide,GaAs-InP,Zincblende,1.371,True,4704.49,3988.35,3.50e+18,470.84,0.258,1.61e+04,1.93,486.1,Medium,Transistors
HYB-Cu2O-CdTe-0625,Hybrid Copper(I) Oxide-Cadmium Telluride,Cu2O-CdTe,Zincblende,1.713,False,373.31,342.92,2.00e+16,300.42,0.323,5.16e+03,2.3,364.0,Medium,General semiconductor applications
RAND-0626,UltraSnium,GeCd2Zn2,Tetragonal,3.699,True,142.02,624.36,1.00e+20,114.09,5.936,5.90e+05,1.9,105.4,Low,Transparent Conductors
RAND-0627,NeoSzine,Ga1,Triclinic,0.874,False,153.09,3380.82,1.10e+19,374.96,8.415,2.98e+04,1.84,531.5,High,General semiconductor applications
MOD-Si-0628,Silicon,Si,Amorphous,0.897,False,956.35,706.51,1.38e+15,45.67,0.045,2.41e+03,1.79,556.2,High,"Transistors, Thermoelectrics"
RAND-0629,FlexAsflux,Ga1,Amorphous,2.597,False,54.47,3756.65,9.94e+16,289.76,4.867,4.17e+03,4.14,125.6,Low,General semiconductor applications
RAND-0630,SynthClite,GaIn2Pb1,Cubic,1.307,True,232.08,1757.31,1.20e+15,207.53,3.979,1.42e+05,1.98,648.4,High,"Solar Cells, Photodetectors"
MOD-TiO2-0631,"Advanced Titanium Dioxide (nanostructured, lightly doped)",TiO2,Anatase,4.41,False,0.05,0.05,5.11e+17,11.9,3.889,6.03e+05,2.29,403.2,Medium,General semiconductor applications
MOD-CdTe-0632,"Engineered Cadmium Telluride (nanoporous, gradient-doped)",CdTe,Zincblende,1.919,True,1119.39,1494.94,1.17e+18,409.54,0.693,2.04e+05,2.02,537.8,High,"LEDs, Transistors, Photodetectors"
MOD-SiC-0633,High-performance Silicon Carbide (strained),SiC,"Hexagonal (4H, 6H)",4.124,False,576.02,791.82,6.35e+16,73.15,3.759,1.09e+04,1.73,717.4,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-SnO2-0634,Engineered Tin Dioxide (lightly doped),SnO2,Rutile,4.007,True,3.02,1.58,2.53e+16,467.41,3.805,5.54e+03,4.15,973.0,Very High,High Power Electronics
MOD-Graphene-0635,"High-performance Graphene (nanoporous, selectively doped)",C,Hexagonal,0.0,False,15094.18,23881.35,2.57e+18,391.2,0.0,7.46e+04,3.48,879.2,Very High,General semiconductor applications
RAND-0636,MicroSnzine,Zn1SSn3,Triclinic,4.684,False,1862.58,4913.14,5.60e+16,391.04,9.669,1.96e+04,2.19,342.2,Medium,"Transistors, Transparent Conductors"
MOD-SnO2-0637,Tin Dioxide,SnO2,Rutile,2.637,False,2.67,1.85,4.45e+18,310.82,1.331,3.82e+03,3.74,312.4,Medium,General semiconductor applications
MOD-CdS-0638,Next-gen Cadmium Sulfide (quantum-confined),CdS,Zincblende,1.573,True,2.79,3.3,5.85e+19,191.74,0.306,2.96e+05,2.18,403.3,Medium,Photodetectors
MOD-SiC-0639,Silicon Carbide,SiC,"Hexagonal (4H, 6H)",2.589,False,365.77,436.33,7.93e+21,472.09,0.559,1.07e+04,2.69,903.4,Very High,General semiconductor applications
HYB-SiC-CdTe-0640,Hybrid Silicon Carbide-Cadmium Telluride,SiC-CdTe,Zincblende,1.857,False,619.56,887.6,6.96e+20,348.59,0.529,3.12e+04,3.85,949.2,Very High,Transistors
HYB-AlGaAs-GaAs-0641,Hybrid Aluminium Gallium Arsenide-Gallium Arsenide,AlGaAs-GaAs,Zincblende,1.523,False,4494.75,6307.73,7.95e+16,434.68,0.312,4.05e+03,2.03,499.1,Medium,Transistors
MOD-Cu2O-0642,Enhanced Copper(I) Oxide (strained),Cu2O,Cubic,2.911,True,1.09,2.02,7.29e+20,230.96,1.199,1.31e+05,3.42,600.9,High,"High Power Electronics, Photodetectors"
MOD-MoS2-0643,Molybdenum Disulfide,MoS2,Hexagonal,2.283,True,355.97,509.94,9.57e+18,43.62,0.728,7.48e+03,2.85,968.4,Very High,LEDs
MOD-Cu2O-0644,Copper(I) Oxide,Cu2O,Cubic,2.016,True,1.72,1.68,3.54e+17,173.69,0.424,6.20e+05,1.62,653.5,High,Photodetectors
RAND-0645,NanoAlflux,CdPbSi2,Triclinic,0.77,False,1.49,1425.26,5.57e+17,415.49,8.946,3.89e+05,2.51,438.3,Medium,Photodetectors
HYB-Ge-MoS2-0646,Hybrid Germanium-Molybdenum Disulfide,Ge-MoS2,Hexagonal,0.978,False,1509.17,1681.68,1.04e+18,243.28,0.094,6.18e+03,2.46,674.2,High,"Transistors, Thermoelectrics"
MOD-ZnO-0647,Modified Zinc Oxide (selectively doped),ZnO,Rocksalt,2.914,False,119.55,126.21,5.36e+19,262.63,1.624,1.81e+03,3.34,383.2,Medium,General semiconductor applications
MOD-TiO2-0648,Titanium Dioxide,TiO2,Brookite,4.269,True,0.03,0.05,2.57e+18,168.48,3.25,3.69e+05,4.4,733.8,High,High Power Electronics
MOD-SiC-0649,"Advanced Silicon Carbide (epitaxial, lightly doped)",SiC,"Hexagonal (4H, 6H)",3.424,True,513.61,983.08,7.40e+18,495.28,3.015,3.58e+03,3.45,534.5,High,"LEDs, High Power Electronics, Transistors, Transparent Conductors"
MOD-Ge-0650,Germanium,Ge,Amorphous,0.875,False,2937.43,3264.26,1.24e+20,343.69,0.092,1.48e+05,2.23,687.2,High,"Transistors, Photodetectors, Thermoelectrics"
HYB-Cu2O-Graphene-0651,Hybrid Copper(I) Oxide-Graphene,Cu2O-C,Hexagonal,1.389,False,3056.79,3126.5,4.20e+18,159.54,0.268,2.13e+03,4.16,818.9,Very High,Transistors
MOD-Cu2O-0652,Copper(I) Oxide,Cu2O,Cubic,1.88,False,0.85,0.91,7.12e+20,93.27,0.575,6.14e+05,1.82,435.9,Medium,Photodetectors
MOD-MoS2-0653,Molybdenum Disulfide,MoS2,Hexagonal,2.13,True,150.91,133.0,1.41e+15,263.19,0.465,5.73e+05,2.57,659.9,High,"LEDs, Photodetectors"
RAND-0654,QuantumTecite,As3,Orthorhombic,2.8,False,3.45,1602.03,9.93e+20,439.62,3.709,2.61e+04,4.02,1188.3,Very High,High Power Electronics
RAND-0655,NeoTidyne,Ge2Cd3,Orthorhombic,4.912,False,4103.55,2697.41,9.84e+19,317.42,2.202,4.75e+03,2.83,243.8,Low,"Transistors, Transparent Conductors"
HYB-CdTe-SnO2-0656,Hybrid Cadmium Telluride-Tin Dioxide,CdTe-SnO2,Zincblende,3.086,True,162.82,207.3,5.00e+17,71.36,1.962,9.27e+05,1.83,599.0,High,"LEDs, High Power Electronics, Transparent Conductors"
RAND-0657,MacroGadex,PGaSe1,Cubic,1.663,True,1245.75,1577.31,3.57e+15,9.71,3.646,1.93e+04,2.23,832.4,Very High,"LEDs, Transistors"
